"total","|","id","title","year","mpaa_rating","runtime","critics_consensus","release_dates__theater","release_dates__dvd","ratings__critics_rating","ratings__critics_score","ratings__audience_rating","ratings__audience_score","synopsis","posters__thumbnail","posters__profile","posters__detailed","posters__original","abridged_cast__name","abridged_cast__id","abridged_cast__characters-","alternate_ids__imdb","links__self","links__alternate","links__cast","links__reviews","links__similar","link_template","self","alternate"
"","","","","","","","","","","","","","","","","","","","Rob Riggle","770750133","Travis/Captain Lippincott","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Laurie Holden","326396647","Adele","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Rachel Melvin","770753036","Penny","","","","","","","","",""
"","","771353053","The Interview","2014","R","112","","2014-12-25","2015-02-17","Rotten","53","Spilled","50","In the action-comedy The Interview, Dave Skylark (James Franco) and his producer Aaron Rapoport (Seth Rogen) run the popular celebrity tabloid TV show ""Skylark Tonight."" When they discover that North Korean dictator Kim Jong-un is a fan of the show, they land an interview with him in an attempt to legitimize themselves as journalists. As Dave and Aaron prepare to travel to Pyongyang, their plans change when the CIA recruits them, perhaps the two least-qualified men imaginable, to assassinate Kim Jong-un. (c) Sony","http://resizing.flixster.com/V8dFU3ZGCCFd2Oq3LImJ_E6jGII=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/99/11189913_ori.jpg","http://resizing.flixster.com/V8dFU3ZGCCFd2Oq3LImJ_E6jGII=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/99/11189913_ori.jpg","http://resizing.flixster.com/V8dFU3ZGCCFd2Oq3LImJ_E6jGII=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/99/11189913_ori.jpg","http://resizing.flixster.com/V8dFU3ZGCCFd2Oq3LImJ_E6jGII=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/99/11189913_ori.jpg","James Franco","162653202","Dave Skylark","2788710","http://api.rottentomatoes.com/api/public/v1.0/movies/771353053.json","http://www.rottentomatoes.com/m/the_interview_2014/","http://api.rottentomatoes.com/api/public/v1.0/movies/771353053/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771353053/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771353053/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Seth Rogen","162653310","Aaron Rapaport","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Lizzy Caplan","347990526","Agent Lacey","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Randall Park","770767249","Kim Jong-un","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Diana Bang","771482826","Sook","","","","","","","","",""
"","","771312977","St. Vincent","2014","PG-13","102","","2014-10-24","2015-02-17","Certified Fresh","77","Upright","80","Maggie (McCarthy), a single mother, moves into a new home in Brooklyn with her 12-year old son, Oliver (Lieberher). Forced to work long hours, she has no choice but to leave Oliver in the care of their new neighbor, Vincent (Murray), a retired curmudgeon with a penchant for alcohol and gambling. An odd friendship soon blossoms between the improbable pair. Together with a pregnant stripper named Daka (Watts), Vincent brings Oliver along on all the stops that make up his daily routine - the race track, a strip club, and the local dive bar. Vincent helps Oliver grow to become a man, while Oliver begins to see in Vincent something that no one else is able to: a misunderstood man with a good heart. (C) Weinstein","http://resizing.flixster.com/vX4fjoJoEJcWTyUzxwS5-XUg9A8=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/00/11190051_ori.jpg","http://resizing.flixster.com/vX4fjoJoEJcWTyUzxwS5-XUg9A8=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/00/11190051_ori.jpg","http://resizing.flixster.com/vX4fjoJoEJcWTyUzxwS5-XUg9A8=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/00/11190051_ori.jpg","http://resizing.flixster.com/vX4fjoJoEJcWTyUzxwS5-XUg9A8=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/00/11190051_ori.jpg","","","","2170593","http://api.rottentomatoes.com/api/public/v1.0/movies/771312977.json","http://www.rottentomatoes.com/m/st_vincent/","http://api.rottentomatoes.com/api/public/v1.0/movies/771312977/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771312977/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771312977/similar.json","","",""
"","","771379178","The Homesman","2014","R","122","","2014-11-14","2015-02-17","Certified Fresh","82","Spilled","52","When three women living on the edge of the American frontier are driven mad by harsh pioneer life, the task of saving them falls to the pious, independent-minded Mary Bee Cuddy (Hilary Swank). Transporting the women by covered wagon to Iowa, she soon realizes just how daunting the journey will be, and employs a low-life drifter, George Briggs (Tommy Lee Jones), to join her. The unlikely pair and the three women (Grace Gummer, Miranda Otto, Sonja Richter) head east, where a waiting minister and his wife (Meryl Streep) have offered to take the women in. But the group first must traverse the harsh Nebraska Territories marked by stark beauty, psychological peril and constant threat. (C) Roadside Entertainment","http://resizing.flixster.com/jlCk6vR1cUGJZbIav0Rnhtkkej8=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/06/11180652_ori.jpg","http://resizing.flixster.com/jlCk6vR1cUGJZbIav0Rnhtkkej8=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/06/11180652_ori.jpg","http://resizing.flixster.com/jlCk6vR1cUGJZbIav0Rnhtkkej8=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/06/11180652_ori.jpg","http://resizing.flixster.com/jlCk6vR1cUGJZbIav0Rnhtkkej8=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/06/11180652_ori.jpg","Tommy Lee Jones","162666788","George Briggs","2398231","http://api.rottentomatoes.com/api/public/v1.0/movies/771379178.json","http://www.rottentomatoes.com/m/the_homesman/","http://api.rottentomatoes.com/api/public/v1.0/movies/771379178/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771379178/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771379178/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Hilary Swank","162659170","Mary Bee Cuddy","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Meryl Streep","162654900","Altha Carter","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Grace Gummer","770877714","Arabella Sours","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Miranda Otto","162652765","Theoline Belknap","","","","","","","","",""
"","","771372814","The Tale of the Princess Kaguya","2014","PG","137","","2014-10-17","2015-02-17","Certified Fresh","100","Upright","92","Legendary Studio Ghibli cofounder Isao Takahata (Grave of the Fireflies, Pom Poko) revisits Japan's most famous folktale in this gorgeous, hand-drawn masterwork, decades in the making. Found inside a shining stalk of bamboo by an old bamboo cutter (James Caan) and his wife (Mary Steenburgen), a tiny girl grows rapidly into an exquisite young lady (Chloe Grace Moretz). The mysterious young princess enthralls all who encounter her - but ultimately she must confront her fate, the punishment for her crime. From the studio that brought you Spirited Away, My Neighbor Totoro, and The Wind Rises comes a powerful and sweeping epic that redefines the limits of animated storytelling and marks a triumphant highpoint within an extraordinary career in filmmaking for director Isao Takahata. (C) GKIDS","http://resizing.flixster.com/pfaOXVFvSiL8VEUcw35OH7Sk4YQ=/54x79/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/07/11180716_ori.jpg","http://resizing.flixster.com/pfaOXVFvSiL8VEUcw35OH7Sk4YQ=/54x79/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/07/11180716_ori.jpg","http://resizing.flixster.com/pfaOXVFvSiL8VEUcw35OH7Sk4YQ=/54x79/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/07/11180716_ori.jpg","http://resizing.flixster.com/pfaOXVFvSiL8VEUcw35OH7Sk4YQ=/54x79/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/07/11180716_ori.jpg","Mary Steenburgen","162663795","","2576852","http://api.rottentomatoes.com/api/public/v1.0/movies/771372814.json","http://www.rottentomatoes.com/m/the_tale_of_the_princess_kaguya/","http://api.rottentomatoes.com/api/public/v1.0/movies/771372814/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771372814/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771372814/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","James Caan","162656402","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Chloe Grace Moretz","771410621","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Lucy Liu","162654563","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Darren Criss","771106709","","","","","","","","","",""
"","","771371915","Life Itself","2014","R","120","","2014-07-04","2015-02-17","Certified Fresh","97","Upright","90","Acclaimed director Steve James (Hoop Dreams) and executive producers Martin Scorsese (The Departed) and Steven Zaillian (Moneyball) present LIFE ITSELF, a documentary film that recounts the inspiring and entertaining life of world-renowned film critic and social commentator Roger Ebert - a story that is by turns personal, funny, painful, and transcendent. Based on his bestselling memoir of the same name, LIFE ITSELF, explores the legacy of Roger Ebert's life, from his Pulitzer Prize-winning film criticism at the Chicago Sun-Times to becoming one of the most influential cultural voices in America. (C) Magnolia","http://resizing.flixster.com/dVi-9zAffxw2tYj9FJIMkaOCOMk=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/82/11178260_ori.jpg","http://resizing.flixster.com/dVi-9zAffxw2tYj9FJIMkaOCOMk=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/82/11178260_ori.jpg","http://resizing.flixster.com/dVi-9zAffxw2tYj9FJIMkaOCOMk=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/82/11178260_ori.jpg","http://resizing.flixster.com/dVi-9zAffxw2tYj9FJIMkaOCOMk=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/82/11178260_ori.jpg","Roger Ebert","425583593","","2382298","http://api.rottentomatoes.com/api/public/v1.0/movies/771371915.json","http://www.rottentomatoes.com/m/life_itself/","http://api.rottentomatoes.com/api/public/v1.0/movies/771371915/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771371915/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771371915/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Chaz Ebert","771496709","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Raven Evans","771496710","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Ava DuVernay","770699130","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Ramin Bahrani","326394109","","","","","","","","","",""
"","","771355766","Big Hero 6","2014","PG","93","","2014-11-07","2015-02-24","Certified Fresh","89","Upright","92","With all the heart and humor audiences expect from Walt Disney Animation Studios, ""Big Hero 6"" is an action-packed comedy-adventure about robotics prodigy Hiro Hamada, who learns to harness his genius-thanks to his brilliant brother Tadashi and their like-minded friends: adrenaline junkie Go Go Tamago, neatnik Wasabi, chemistry whiz Honey Lemon and fanboy Fred. When a devastating turn of events catapults them into the midst of a dangerous plot unfolding in the streets of San Fransokyo, Hiro turns to his closest companion-a robot named Baymax-and transforms the group into a band of high-tech heroes determined to solve the mystery. (C) Disney","http://resizing.flixster.com/1bv1xCR9ABYGW842ZPPyF9PRPhg=/54x77/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/85/11178581_ori.jpg","http://resizing.flixster.com/1bv1xCR9ABYGW842ZPPyF9PRPhg=/54x77/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/85/11178581_ori.jpg","http://resizing.flixster.com/1bv1xCR9ABYGW842ZPPyF9PRPhg=/54x77/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/85/11178581_ori.jpg","http://resizing.flixster.com/1bv1xCR9ABYGW842ZPPyF9PRPhg=/54x77/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/85/11178581_ori.jpg","Ryan Potter","771360315","Hiro Hamada","2245084","http://api.rottentomatoes.com/api/public/v1.0/movies/771355766.json","http://www.rottentomatoes.com/m/big_hero_6/","http://api.rottentomatoes.com/api/public/v1.0/movies/771355766/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771355766/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771355766/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Scott Adsit","406975480","Baymax","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","T.J. Miller","770690115","Fred","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Jamie Chung","770694653","Go Go Tomago","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Damon Wayans Jr.","770822247","Wasabi","","","","","","","","",""
"","","771352288","Horrible Bosses 2","2014","R","108","","2014-11-26","2015-02-24","Rotten","35","Spilled","50","The follow-up to the 2011 hit comedy ""Horrible Bosses"" reunites Jason Bateman, Charlie Day and Jason Sudeikis as everyone's favorite working stiffs: Nick, Dale and Kurt. Jennifer Aniston (""We're the Millers""), and Oscar (R) winners Jamie Foxx (""Ray"") and Kevin Spacey (""American Beauty,"" ""The Usual Suspects"") also reprise their ""Horrible Bosses"" starring roles, while Chris Pine (""Star Trek: Into Darkness"") and Oscar (R) winner Christoph Waltz (""Django Unchained,"" ""Inglourious Basterds"") star as new adversaries standing between the guys and their dreams of success. (c) Warner Bros","http://resizing.flixster.com/KLpbqycbqIVafodNCZ77U_4ON-E=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/17/11181724_ori.jpg","http://resizing.flixster.com/KLpbqycbqIVafodNCZ77U_4ON-E=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/17/11181724_ori.jpg","http://resizing.flixster.com/KLpbqycbqIVafodNCZ77U_4ON-E=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/17/11181724_ori.jpg","http://resizing.flixster.com/KLpbqycbqIVafodNCZ77U_4ON-E=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/17/11181724_ori.jpg","Jason Bateman","326298973","Nick Hendricks","2170439","http://api.rottentomatoes.com/api/public/v1.0/movies/771352288.json","http://www.rottentomatoes.com/m/horrible_bosses_2/","http://api.rottentomatoes.com/api/public/v1.0/movies/771352288/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771352288/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771352288/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Jason Sudeikis","770702194","Kurt Buckman","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Charlie Day","770729280","Dale Arbus","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Chris Pine","326393041","Rex Hanson","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Christoph Waltz","770738334","Bert Hanson","","","","","","","","",""
"","","771371883","Whiplash","2014","R","106","","2014-10-10","2015-02-24","Certified Fresh","95","Upright","95","Andrew Neyman is an ambitious young jazz drummer, single-minded in his pursuit to rise to the top of his elite east coast music conservatory. Plagued by the failed writing career of his father, Andrew hungers day and night to become one of the greats. Terence Fletcher, an instructor equally known for his teaching talents as for his terrifying methods, leads the top jazz ensemble in the school. Fletcher discovers Andrew and transfers the aspiring drummer into his band, forever changing the young man's life. Andrew's passion to achieve perfection quickly spirals into obsession, as his ruthless teacher continues to push him to the brink of both his ability-and his sanity. (C) Sony Classics","http://resizing.flixster.com/muhKVPo3_YEjdYT595yqra8Chwo=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/01/11180104_ori.jpg","http://resizing.flixster.com/muhKVPo3_YEjdYT595yqra8Chwo=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/01/11180104_ori.jpg","http://resizing.flixster.com/muhKVPo3_YEjdYT595yqra8Chwo=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/01/11180104_ori.jpg","http://resizing.flixster.com/muhKVPo3_YEjdYT595yqra8Chwo=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/01/11180104_ori.jpg","Miles Teller","771077409","Andrew Neyman","2582802","http://api.rottentomatoes.com/api/public/v1.0/movies/771371883.json","http://www.rottentomatoes.com/m/whiplash_2014/","http://api.rottentomatoes.com/api/public/v1.0/movies/771371883/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771371883/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771371883/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","J.K. Simmons","592170459","Terence Fletcher","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Melissa Benoist","770823727","Nicole","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Paul Reiser","162654031","Jim","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Austin Stowell","771373316","Ryan","","","","","","","","",""
"","","771371300","Beyond the Lights","2014","PG-13","102","","2014-11-14","2015-02-24","Certified Fresh","81","Upright","79","Beyond the Lights is the story of Noni, the music world's latest superstar. But not all is what it seems, and the pressures of fame have Noni on the edge - until she meets Kaz Nicol, a young cop and aspiring politician who's been assigned to her detail. Drawn to each other, Noni and Kaz fall fast and hard, despite the protests of those around them who urge them to put their career ambitions ahead of their romance. But it is ultimately Kaz's love that gives Noni the courage to find her own voice and break free to become the artist she was meant to be. (c) Relativity","http://resizing.flixster.com/rVh4GZDCTljwoasOdKeQG1jCIak=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/99/11189904_ori.jpg","http://resizing.flixster.com/rVh4GZDCTljwoasOdKeQG1jCIak=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/99/11189904_ori.jpg","http://resizing.flixster.com/rVh4GZDCTljwoasOdKeQG1jCIak=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/99/11189904_ori.jpg","http://resizing.flixster.com/rVh4GZDCTljwoasOdKeQG1jCIak=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/99/11189904_ori.jpg","Gugu Mbatha-Raw","770789779","Noni","3125324","http://api.rottentomatoes.com/api/public/v1.0/movies/771371300.json","http://www.rottentomatoes.com/m/beyond_the_lights/","http://api.rottentomatoes.com/api/public/v1.0/movies/771371300/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771371300/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771371300/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Danny Glover","162660485","Captain Nicol","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Minnie Driver","162656409","Macy Jean","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Nate Parker","770693654","Kaz Nicol","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Machine Gun Kelly","771584388","Kid Culprit","","","","","","","","",""
"","","771380668","Cantinflas","2014","PG","96","","2014-08-29","2015-02-24","Rotten","29","Upright","71","Cantinflas is the untold story of Mexico's greatest and most beloved comedy film star of all time. From his humble origins on the small stage to the bright lights of Hollywood, Cantinflas became famous around the world - one joke at a time. Relive the laughter that has charmed generations. (C) Pantelion","http://resizing.flixster.com/dLEtTyeUjoYUgJArNi06S_tsbxI=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/90/11179000_ori.jpg","http://resizing.flixster.com/dLEtTyeUjoYUgJArNi06S_tsbxI=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/90/11179000_ori.jpg","http://resizing.flixster.com/dLEtTyeUjoYUgJArNi06S_tsbxI=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/90/11179000_ori.jpg","http://resizing.flixster.com/dLEtTyeUjoYUgJArNi06S_tsbxI=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/90/11179000_ori.jpg","Oscar Jaenada","364657068","Cantinflas","3005242","http://api.rottentomatoes.com/api/public/v1.0/movies/771380668.json","http://www.rottentomatoes.com/m/cantinflas/","http://api.rottentomatoes.com/api/public/v1.0/movies/771380668/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771380668/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771380668/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Michael Imperioli","162683296","Michael Todd","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Ilse Salas","771501554","Valentina Ivanova","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Luis Gerardo Mendez","770846381","Estanislao Shilinsky","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Gabriela DeLaGarza","771061434","Olga Ivanova","","","","","","","","",""
"","","771256839","Foxcatcher","2014","R","130","","2014-11-14","2015-03-03","Certified Fresh","88","Upright","68","FOXCATCHER is a psychological drama directed by Academy Award nominee Bennett Miller (MONEYBALL) and starring Golden Globe winner Steve Carell, Channing Tatum, Academy Award nominee Mark Ruffalo, Academy Award winner Vanessa Redgrave and Sienna Miller. The film was written by E. Max Frye and Academy Award nominee Dan Futterman. FOXCATCHER tells the story of Olympic Gold Medal-winning wrestler Mark Schultz (Tatum), who sees a way out from the shadow of his more celebrated wrestling brother Dave (Ruffalo) and a life of poverty when he is summoned by eccentric multi-millionaire John du Pont (Carell) to move onto his estate and train for the 1988 Seoul Olympics. Desperate to gain the respect of his disapproving mother, du Pont begins ""coaching"" a world-class athletic team and, in the process, lures Mark into dangerous habits, breaks his confidence and drives him into a self-destructive spiral. Based on actual events, FOXCATCHER is a gripping and profoundly American story of fragile men who pinned their hopes for love and redemption on a desperate obsession for greatness that was to end in tragedy. (c) Sony Classics","http://resizing.flixster.com/xk_U1PCXcm9GdboSrA7IHJLIwa0=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/04/11190435_ori.png","http://resizing.flixster.com/xk_U1PCXcm9GdboSrA7IHJLIwa0=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/04/11190435_ori.png","http://resizing.flixster.com/xk_U1PCXcm9GdboSrA7IHJLIwa0=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/04/11190435_ori.png","http://resizing.flixster.com/xk_U1PCXcm9GdboSrA7IHJLIwa0=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/04/11190435_ori.png","Steve Carell","162652665","John du Pont","1100089","http://api.rottentomatoes.com/api/public/v1.0/movies/771256839.json","http://www.rottentomatoes.com/m/foxcatcher/","http://api.rottentomatoes.com/api/public/v1.0/movies/771256839/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771256839/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771256839/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Channing Tatum","162661835","Mark Schultz","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Mark Ruffalo","162653904","David Schultz","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Sienna Miller","335716430","Nancy Schultz","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Vanessa Redgrave","162656201","Jean du Pont","","","","","","","","",""
"","","771312088","The Hunger Games: Mockingjay - Part 1","2014","PG-13","125","","2014-11-21","2015-03-06","Fresh","65","Upright","74","The worldwide phenomenon of The Hunger Games continues to set the world on fire with The Hunger Games: Mockingjay - Part 1, which finds Katniss Everdeen (Jennifer Lawrence) in District 13 after she literally shatters the games forever. Under the leadership of President Coin (Julianne Moore) and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta (Josh Hutcherson) and a nation moved by her courage. The Hunger Games: Mockingjay - Part 1 is directed by Francis Lawrence from a screenplay by Danny Strong and Peter Craig and produced by Nina Jacobson's Color Force in tandem with producer Jon Kilik. The novel on which the film is based is the third in a trilogy written by Suzanne Collins that has over 65 million copies in print in the U.S. alone. (c) Lionsgate","http://resizing.flixster.com/o5LFh1rOsPGEtzQEDloy-4HQsjE=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/98/11189899_ori.jpg","http://resizing.flixster.com/o5LFh1rOsPGEtzQEDloy-4HQsjE=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/98/11189899_ori.jpg","http://resizing.flixster.com/o5LFh1rOsPGEtzQEDloy-4HQsjE=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/98/11189899_ori.jpg","http://resizing.flixster.com/o5LFh1rOsPGEtzQEDloy-4HQsjE=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/98/11189899_ori.jpg","Jennifer Lawrence","770800260","Katniss Everdeen","1951265","http://api.rottentomatoes.com/api/public/v1.0/movies/771312088.json","http://www.rottentomatoes.com/m/the_hunger_games_mockingjay_part_1/","http://api.rottentomatoes.com/api/public/v1.0/movies/771312088/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771312088/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771312088/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Liam Hemsworth","770833479","Gale Hawthorne","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Josh Hutcherson","162654356","Peeta Mellark","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Julianne Moore","162654248","President Alma Coin","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Sam Claflin","771073196","Finnick","","","","","","","","",""
"","","771349839","Night at the Museum: Secret of the Tomb","2014","PG","90","","2014-12-19","2015-03-10","Rotten","50","Upright","60","Get ready for the wildest and most adventure-filled Night At the Museum ever as Larry (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever. (c) Fox","http://resizing.flixster.com/ucEtjYQkOr9sIxRVxat3a7AzQjc=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/13/11181399_ori.jpg","http://resizing.flixster.com/ucEtjYQkOr9sIxRVxat3a7AzQjc=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/13/11181399_ori.jpg","http://resizing.flixster.com/ucEtjYQkOr9sIxRVxat3a7AzQjc=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/13/11181399_ori.jpg","http://resizing.flixster.com/ucEtjYQkOr9sIxRVxat3a7AzQjc=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/13/11181399_ori.jpg","Ben Stiller","162659371","Larry Daley","2692250","http://api.rottentomatoes.com/api/public/v1.0/movies/771349839.json","http://www.rottentomatoes.com/m/night_at_the_museum_secret_of_the_tomb/","http://api.rottentomatoes.com/api/public/v1.0/movies/771349839/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771349839/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771349839/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Robin Williams","162652387","Teddy Roosevelt","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Owen Wilson","162652836","Jedediah","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Steve Coogan","162671833","Octavius","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Ricky Gervais","378620549","Dr. McPhee","","","","","","","","",""
