"total","|","id","title","year","mpaa_rating","runtime","critics_consensus","release_dates__theater","release_dates__dvd","ratings__critics_rating","ratings__critics_score","ratings__audience_rating","ratings__audience_score","synopsis","posters__thumbnail","posters__profile","posters__detailed","posters__original","abridged_cast__name","abridged_cast__id","abridged_cast__characters-","alternate_ids__imdb","links__self","links__alternate","links__cast","links__reviews","links__similar","link_template","self","alternate"
"","","771366595","Wild","2014","R","115","","2014-12-03","2015-03-31","Certified Fresh","90","Upright","79","With the dissolution of her marriage and the death of her mother, Cheryl Strayed has lost all hope. After years of reckless, destructive behavior, she makes a rash decision. With absolutely no experience, driven only by sheer determination, Cheryl hikes more than a thousand miles of the Pacific Crest Trail, alone. WILD powerfully captures the terrors and pleasures of one young woman forging ahead against all odds on a journey that maddens, strengthens, and ultimately heals her. (c) Fox Searchlight","http://resizing.flixster.com/ieHoB2aGy3v_TNp5Pxn41ksi-8o=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/91/11189150_ori.jpg","http://resizing.flixster.com/ieHoB2aGy3v_TNp5Pxn41ksi-8o=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/91/11189150_ori.jpg","http://resizing.flixster.com/ieHoB2aGy3v_TNp5Pxn41ksi-8o=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/91/11189150_ori.jpg","http://resizing.flixster.com/ieHoB2aGy3v_TNp5Pxn41ksi-8o=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/91/11189150_ori.jpg","Reese Witherspoon","162653903","Cheryl","2305051","http://api.rottentomatoes.com/api/public/v1.0/movies/771366595.json","http://www.rottentomatoes.com/m/wild_2014/","http://api.rottentomatoes.com/api/public/v1.0/movies/771366595/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771366595/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771366595/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Thomas Sadoski","770759213","Paul","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Michiel Huisman","682571065","Jonathan","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","W. Earl Brown","335719400","Frank","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Gaby Hoffmann","162709080","Aimee","","","","","","","","",""
"","","771365559","Island Of Lemurs: Madagascar","2014","G","40","","2014-04-04","2015-03-31","Fresh","80","Upright","70","Academy Award (R) winner Morgan Freeman (""Million Dollar Baby,"" ""Dolphin Tale"") narrates the IMAX 3D (R) documentary ""Island of Lemurs: Madagascar,"" the incredible true story of nature's greatest explorers-lemurs. The film reunites Freeman with Drew Fellman, who also wrote and produced the 2011 IMAX 3D documentary ""Born to Be Wild 3D,"" and director David Douglas, who served as director of photography on that film. Captured with IMAX (R) 3D cameras, ""Island of Lemurs: Madagascar"" takes audiences on a spectacular journey to the remote and wondrous world of Madagascar. Lemurs arrived in Madagascar as castaways millions of years ago and evolved into hundreds of diverse species but are now highly endangered. Join trailblazing scientist Dr. Patricia Wright on her lifelong mission to help these strange and adorable creatures survive in the modern world.(C) Warner Bros","http://resizing.flixster.com/uMTFsHT9Ku6rV9M8nonlmgnKrmE=/54x77/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/51/11175197_ori.jpg","http://resizing.flixster.com/uMTFsHT9Ku6rV9M8nonlmgnKrmE=/54x77/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/51/11175197_ori.jpg","http://resizing.flixster.com/uMTFsHT9Ku6rV9M8nonlmgnKrmE=/54x77/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/51/11175197_ori.jpg","http://resizing.flixster.com/uMTFsHT9Ku6rV9M8nonlmgnKrmE=/54x77/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/51/11175197_ori.jpg","Morgan Freeman","162652224","Narrator","3231010","http://api.rottentomatoes.com/api/public/v1.0/movies/771365559.json","http://www.rottentomatoes.com/m/island_of_lemurs_madagascar/","http://api.rottentomatoes.com/api/public/v1.0/movies/771365559/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771365559/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771365559/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Patricia Wright","770916828","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Dr. Hantanirina Rasamimanana","771485558","","","","","","","","","",""
"","","771326152","Wild Card","2015","R","92","","2015-01-30","2015-03-31","Rotten","28","Spilled","28","Simon West directs this remake of the 1987 Burt Reynold action thriller in this Sierra/Affinity production starring Jason Statham as a paid enforcer who goes after a gang leader when a group of thugs beat up a personal friend. William Goldman provides the script.","http://resizing.flixster.com/K3Be-iW4P3i0oDzgukY5CAC1J10=/53x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/90/11189073_ori.jpg","http://resizing.flixster.com/K3Be-iW4P3i0oDzgukY5CAC1J10=/53x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/90/11189073_ori.jpg","http://resizing.flixster.com/K3Be-iW4P3i0oDzgukY5CAC1J10=/53x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/90/11189073_ori.jpg","http://resizing.flixster.com/K3Be-iW4P3i0oDzgukY5CAC1J10=/53x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/90/11189073_ori.jpg","Jason Statham","162653720","","2231253","http://api.rottentomatoes.com/api/public/v1.0/movies/771326152.json","http://www.rottentomatoes.com/m/heat_2013/","http://api.rottentomatoes.com/api/public/v1.0/movies/771326152/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771326152/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771326152/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Sofia Vergara","162653186","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Milo Ventimiglia","162653599","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Stanley Tucci","162661152","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Michael Angarano","162652944","","","","","","","","","",""
"","","771378538","Home Sweet Hell","2015","R","97","","2015-03-13","2015-04-06","Rotten","6","Spilled","34","Mona and Don's seemingly perfect suburban bliss is disrupted by a sexy extortionist and Mona will stop at nothing, including killing the competition, to keep her little slice of heaven. (C) Vertical Entertainment","http://resizing.flixster.com/lMfTgkDwdGOY639oya67TqoH-tI=/54x74/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/98/11189828_ori.jpg","http://resizing.flixster.com/lMfTgkDwdGOY639oya67TqoH-tI=/54x74/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/98/11189828_ori.jpg","http://resizing.flixster.com/lMfTgkDwdGOY639oya67TqoH-tI=/54x74/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/98/11189828_ori.jpg","http://resizing.flixster.com/lMfTgkDwdGOY639oya67TqoH-tI=/54x74/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/98/11189828_ori.jpg","Patrick Wilson","162659104","Don Champagne","2802136","http://api.rottentomatoes.com/api/public/v1.0/movies/771378538.json","http://www.rottentomatoes.com/m/home_sweet_hell/","http://api.rottentomatoes.com/api/public/v1.0/movies/771378538/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771378538/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771378538/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Katherine Heigl","162670134","Mona","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Jordana Brewster","162662313","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","James Belushi","162657764","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Kevin Mckidd","162720728","","","","","","","","","",""
"","","771373530","A Most Violent Year","2015","R","125","","2015-01-30","2015-04-07","Certified Fresh","90","Upright","72","Set during the winter of 1981 -- statistically one of the most crime-ridden of New York City's history -- A MOST VIOLENT YEAR is a drama following the lives of an immigrant and his family as they attempt to capitalize on the American Dream, while the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built. (C) A24","http://resizing.flixster.com/x9zLXv_oXfPGuSrVo-Lwa7t4puM=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/90/11189069_ori.jpg","http://resizing.flixster.com/x9zLXv_oXfPGuSrVo-Lwa7t4puM=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/90/11189069_ori.jpg","http://resizing.flixster.com/x9zLXv_oXfPGuSrVo-Lwa7t4puM=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/90/11189069_ori.jpg","http://resizing.flixster.com/x9zLXv_oXfPGuSrVo-Lwa7t4puM=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/90/11189069_ori.jpg","Oscar Isaac","364655827","Abel Morales","2937898","http://api.rottentomatoes.com/api/public/v1.0/movies/771373530.json","http://www.rottentomatoes.com/m/a_most_violent_year/","http://api.rottentomatoes.com/api/public/v1.0/movies/771373530/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771373530/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771373530/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Jessica Chastain","770760183","Anna Morales","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","David Oyelowo","162653706","Lawrence","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Albert Brooks","162655677","Andrew Walsh","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Alessandro Nivola","162653032","Peter Forente","","","","","","","","",""
"","","771319235","The Immigrant","2014","R","120","","2014-05-16","2015-04-07","Certified Fresh","87","Upright","61","In James Gray's THE IMMIGRANT, Ewa Cybulski (Marion Cotillard) and her sister sail to New York from their native Poland in search of a new start and the American dream. When they reach Ellis Island, doctors discover that Magda (Angela Sarafyan) is ill, and the two women are separated. Ewa is released onto the mean streets of Manhattan while her sister is quarantined. Alone, with nowhere to turn and desperate to reunite with Magda, Ewa quickly falls prey to Bruno (Joaquin Phoenix), a charming but wicked man who takes her in and forces her into prostitution. The arrival of Orlando (Jeremy Renner) - a dashing stage magician who is also Bruno's cousin - restores her self-belief and hopes for a brighter future, becoming her only chance to escape the nightmare in which she finds herself. (c) Weinstein Co","http://resizing.flixster.com/igzqo8-iD12-R6I5-wAE2903tS8=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/77/11177702_ori.jpg","http://resizing.flixster.com/igzqo8-iD12-R6I5-wAE2903tS8=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/77/11177702_ori.jpg","http://resizing.flixster.com/igzqo8-iD12-R6I5-wAE2903tS8=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/77/11177702_ori.jpg","http://resizing.flixster.com/igzqo8-iD12-R6I5-wAE2903tS8=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/77/11177702_ori.jpg","Marion Cotillard","162688286","Ewa Cybulski","1951181","http://api.rottentomatoes.com/api/public/v1.0/movies/771319235.json","http://www.rottentomatoes.com/m/nightingale_2013/","http://api.rottentomatoes.com/api/public/v1.0/movies/771319235/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771319235/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771319235/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Joaquin Phoenix","162655394","Bruno Weiss","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Jeremy Renner","309973652","Orlando the Magician","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Dagmara Dominczyk","479131637","Belva","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Yelena Solovey","770675447","Rosie Hertz","","","","","","","","",""
"","","771371774","The Voices","2015","R","107","","2015-02-06","2015-04-07","Fresh","72","Spilled","59","Jerry is a seemingly normal man trying to succeed in his new job at the Milton Bathtub Factory. He lives in a normal apartment the type you would expect from a young bachelor with his dog, Bosco, and his cat, Mr. Whiskers. Yet something seems off. As the new guy at work, Jerry is asked to help plan the company picnic, and he meets Fiona, an attractive English girl from accounting. Jerry immediately takes a liking to Fiona and excitedly goes home to tell his pets about her. And surprisingly, they answer. But all this is just the beginning of an insanely bizarre and twisted tale.","http://resizing.flixster.com/Tq-3O7a7OoPUGB4p6YEzRQOknVk=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/95/11189512_ori.jpg","http://resizing.flixster.com/Tq-3O7a7OoPUGB4p6YEzRQOknVk=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/95/11189512_ori.jpg","http://resizing.flixster.com/Tq-3O7a7OoPUGB4p6YEzRQOknVk=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/95/11189512_ori.jpg","http://resizing.flixster.com/Tq-3O7a7OoPUGB4p6YEzRQOknVk=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/95/11189512_ori.jpg","Ryan Reynolds","162652367","Jerry","1567437","http://api.rottentomatoes.com/api/public/v1.0/movies/771371774.json","http://www.rottentomatoes.com/m/the_voices/","http://api.rottentomatoes.com/api/public/v1.0/movies/771371774/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771371774/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771371774/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Gemma Arterton","770692644","Fiona","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Anna Kendrick","528367112","Lisa","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Gulliver McGrath","771380164","Jerry (12 years old)","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Jacki Weaver","651402543","Dr. Warren","","","","","","","","",""
"","","771366604","Jinn","2014","PG-13","97","","2014-04-04","2015-04-12","Rotten","11","Spilled","40","In the beginning, three were created. Man made of clay. Angels made of light. And a third made of fire. For centuries, stories of angels and men have captured the imagination and been etched into history crossing all boundaries of culture, religion and time. These two races have dominated the landscape of modern mythology, shrouding the evidence that a third was ever created. This third race, born of smokeless fire, was named the jinn. Modern man has all but forgotten this third race ever existed. It is time for him to remember. (c) Freestyle","http://resizing.flixster.com/ERGdaBQJmrY0o7IepKJbTaZqDeA=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/54/11175403_ori.jpg","http://resizing.flixster.com/ERGdaBQJmrY0o7IepKJbTaZqDeA=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/54/11175403_ori.jpg","http://resizing.flixster.com/ERGdaBQJmrY0o7IepKJbTaZqDeA=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/54/11175403_ori.jpg","http://resizing.flixster.com/ERGdaBQJmrY0o7IepKJbTaZqDeA=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/54/11175403_ori.jpg","Dominic Rains","770802262","Shawn/Jehangir Amin/Doppelganger Jinn","1562899","http://api.rottentomatoes.com/api/public/v1.0/movies/771366604.json","http://www.rottentomatoes.com/m/jinn_2014/","http://api.rottentomatoes.com/api/public/v1.0/movies/771366604/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771366604/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771366604/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Ray Park","385331045","Gabriel","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","William Atherton","162768066","Father Westhoff","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Faran Tahir","364605672","Ali Amin","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Serinda Swan","770852598","Jasmine","","","","","","","","",""
"","","771372065","The Babadook","2014","Unrated","94","","2014-11-27","2015-04-13","Certified Fresh","98","Upright","75","Six years after the violent death of her husband, Amelia (Essie Davis) is at a loss. She struggles to discipline her 'out of control' 6 year-old, Samuel (Noah Wiseman), a son she finds impossible to love. Samuel's dreams are plagued by a monster he believes is coming to kill them both. When a disturbing storybook called 'The Babadook' turns up at their house, Samuel is convinced that the Babadook is the creature he's been dreaming about. His hallucinations spiral out of control, he becomes more unpredictable and violent. Amelia, genuinely frightened by her son's behaviour, is forced to medicate him. But when Amelia begins to see glimpses of a sinister presence all around her, it slowly dawns on her that the thing Samuel has been warning her about may be real. (C) IFC","http://resizing.flixster.com/70pqAaV8JL_JQSWY0LmuFun1HvI=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/11/11181166_ori.jpg","http://resizing.flixster.com/70pqAaV8JL_JQSWY0LmuFun1HvI=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/11/11181166_ori.jpg","http://resizing.flixster.com/70pqAaV8JL_JQSWY0LmuFun1HvI=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/11/11181166_ori.jpg","http://resizing.flixster.com/70pqAaV8JL_JQSWY0LmuFun1HvI=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/11/11181166_ori.jpg","Essie Davis","341816629","Amelia","2321549","http://api.rottentomatoes.com/api/public/v1.0/movies/771372065.json","http://www.rottentomatoes.com/m/the_babadook/","http://api.rottentomatoes.com/api/public/v1.0/movies/771372065/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771372065/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771372065/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Noah Wiseman","771477078","Samuel","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Barbara West","770930417","Mrs. Roach","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Daniel Henshall","771104181","Robbie","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Hayley McElhinney","770715216","Claire","","","","","","","","",""
"","","770767052","Big Eyes","2014","PG-13","106","","2014-12-25","2015-04-14","Fresh","71","Upright","70","Directed and produced by Tim Burton, BIG EYES is based on the true story of Walter Keane (Christoph Waltz), who was one of the most successful painters of the 1950s and early 1960s. The artist earned staggering notoriety by revolutionizing the commercialization and accessibility of popular art with his enigmatic paintings of waifs with big eyes. The truth would eventually be discovered though: Keane's art was actually not created by him at all, but by his wife, Margaret (Amy Adams). The Keanes, it seemed, had been living a lie that had grown to gigantic proportions. BIG EYES centers on Margaret's awakening as an artist, the phenomenal success of her paintings, and her tumultuous relationship with her husband, who was catapulted to international fame while taking credit for her work. (C) Weinstein","http://resizing.flixster.com/nsN0mJcKkkXZ2nXHt4z8VCgCMsY=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/13/11181384_ori.jpg","http://resizing.flixster.com/nsN0mJcKkkXZ2nXHt4z8VCgCMsY=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/13/11181384_ori.jpg","http://resizing.flixster.com/nsN0mJcKkkXZ2nXHt4z8VCgCMsY=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/13/11181384_ori.jpg","http://resizing.flixster.com/nsN0mJcKkkXZ2nXHt4z8VCgCMsY=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/13/11181384_ori.jpg","Amy Adams","162653029","Margaret Keane","1126590","http://api.rottentomatoes.com/api/public/v1.0/movies/770767052.json","http://www.rottentomatoes.com/m/big_eyes/","http://api.rottentomatoes.com/api/public/v1.0/movies/770767052/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/770767052/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/770767052/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Christoph Waltz","770738334","Walter Keane","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Danny Huston","162653683","Dick Nolan","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Krysten Ritter","770688427","DeeAnn","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Jason Schwartzman","162654835","Ruben","","","","","","","","",""
"","","771303963","The Woman in Black 2 Angel of Death","2015","PG-13","90","","2015-01-02","2015-04-14","Rotten","22","Spilled","28","When a group of orphaned children are forced to move from their home in London, caretakers Eve (Phoebe Fox) and Jean (Helen McCrory) bring everyone to the desolate and eerie British countryside. 40 years after Arthur Kipps (played by Daniel Radcliffe in the first film, The Woman in Black) left, this supernatural horror film introduces this new group to the now abandoned Eel Marsh House; an odd but seemingly safe location. It isn't long before Eve starts to sense that this house is not what it appears to be as the children in her care begin to disappear. As their house of safety becomes a house of horrors, Eve enlists the help of a handsome pilot (Jeremy Irvine) to help investigate what is happening. Eve soon discovers that it may not be a coincidence that she has come to reside in the house inhabited by the Woman in Black. (C) Relativity","http://resizing.flixster.com/BT9hU7jNRsKDwn1PffdxmIubMlg=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/13/11181345_ori.jpg","http://resizing.flixster.com/BT9hU7jNRsKDwn1PffdxmIubMlg=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/13/11181345_ori.jpg","http://resizing.flixster.com/BT9hU7jNRsKDwn1PffdxmIubMlg=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/13/11181345_ori.jpg","http://resizing.flixster.com/BT9hU7jNRsKDwn1PffdxmIubMlg=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/13/11181345_ori.jpg","Jeremy Irvine","771097762","","2339741","http://api.rottentomatoes.com/api/public/v1.0/movies/771303963.json","http://www.rottentomatoes.com/m/the_woman_in_black_2_angel_of_death/","http://api.rottentomatoes.com/api/public/v1.0/movies/771303963/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771303963/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771303963/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Helen McCrory","770696989","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Phoebe Fox","771375763","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Amelia Pidgeon","771428509","","","","","","","","","",""
"","","771321139","Maps to the Stars","2015","R","112","","2015-02-27","2015-04-14","Fresh","63","Spilled","52","Meet the Weiss family, who are making their way in Hollywood rife with money, fame, envy, and relentless hauntings. Stafford Weiss (John Cusack) is a famed TV self-help therapist with an A-list celebrity clientele. Meanwhile, Cristina Weiss (Olivia Williams) has her work cut out managing the career of their disaffected child-star son, Benjie (Evan Bird), a fresh graduate of rehab at age 13. Yet unbeknownst to them, another member of the Weiss family has arrived in town - mysteriously scarred and tormented Agatha (Mia Wasikowska), just released from a psych ward and ready to start again. She soon works her way into a friendship with a limo driver (Robert Pattinson) and becomes personal assistant to unraveling actress Havana Segrand (Julianne Moore), who is beset by the ghost of her legendary mother, Clarice (Sarah Gadon). But Agatha is on a quest for redemption - and even in this realm of the artificial, and the unearthly, she's determined to find it, no matter what it takes. (C) Focus","http://resizing.flixster.com/x0bVTbJF7WhQ-RRW5uh1SJUF0NA=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/93/11189395_ori.jpg","http://resizing.flixster.com/x0bVTbJF7WhQ-RRW5uh1SJUF0NA=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/93/11189395_ori.jpg","http://resizing.flixster.com/x0bVTbJF7WhQ-RRW5uh1SJUF0NA=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/93/11189395_ori.jpg","http://resizing.flixster.com/x0bVTbJF7WhQ-RRW5uh1SJUF0NA=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/93/11189395_ori.jpg","Julianne Moore","162654248","Havana Segrand","2172584","http://api.rottentomatoes.com/api/public/v1.0/movies/771321139.json","http://www.rottentomatoes.com/m/maps_to_the_stars/","http://api.rottentomatoes.com/api/public/v1.0/movies/771321139/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771321139/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771321139/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Mia Wasikowska","770688391","Agatha Weiss","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","John Cusack","162652927","Dott. Stafford Weiss","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Robert Pattinson","770677984","Jerome Fontana","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Carrie Fisher","162663355","Herself","","","","","","","","",""
"","","771372035","God Help the Girl","2014","Unrated","111","","2014-09-05","2015-04-14","Fresh","68","Upright","61","In God Help the Girl, writer/director Stuart Murdoch creates a poignant coming-of-age story that doubles as a sublime indie-pop musical from one of indie pop's biggest songwriters. The project began as a suite of songs, written while Murdoch was between records and tours as lead singer of Belle & Sebastian. He nurtured it for nearly a decade into a fully formed film, set in the bohemian fantasia of Glasgow's West End, which is populated by mods, rockers, and emo kids who have no qualms about breaking into song and dance. (c) Amplify","http://resizing.flixster.com/3tQ7R0BbnrdjkW0Ogh0wkghKDe4=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/03/11180384_ori.jpg","http://resizing.flixster.com/3tQ7R0BbnrdjkW0Ogh0wkghKDe4=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/03/11180384_ori.jpg","http://resizing.flixster.com/3tQ7R0BbnrdjkW0Ogh0wkghKDe4=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/03/11180384_ori.jpg","http://resizing.flixster.com/3tQ7R0BbnrdjkW0Ogh0wkghKDe4=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/03/11180384_ori.jpg","Emily Browning","381421024","Eve","2141751","http://api.rottentomatoes.com/api/public/v1.0/movies/771372035.json","http://www.rottentomatoes.com/m/god_help_the_girl/","http://api.rottentomatoes.com/api/public/v1.0/movies/771372035/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771372035/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771372035/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Olly Alexander","770844333","James","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Hannah Murray","770809069","Cass","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Pierre Boulanger","162696109","Anton","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Cora Bissett","771407872","Miss B","","","","","","","","",""
"","links","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://api.rottentomatoes.com/api/public/v1.0/lists/dvds/current_releases.json?page_limit=50&country=us&page=1","http://www.rottentomatoes.com/dvd/current_releases"

